State,Season,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Rainfall_mm,Temperature_C,Humidity_percent,Irrigation_Type,Previous_Crop,Area_hectare,Crop,Yield_ton_per_hectare
Chhattisgarh,Kharif,Sandy,8.02,142,41,77,1326,39.04,74,Canal,Barley,8.71,Sugarcane,8.24
Jammu and Kashmir,Rabi,Clay,8.2,87,71,39,486,20.45,38,Canal,Soybean,5.28,Wheat,2.73
Uttarakhand,Rabi,Loamy,7.22,137,61,134,696,27.9,88,Sprinkler,Jowar,8.72,Groundnut,6.34
Uttar Pradesh,Kharif,Red,6.05,69,55,44,1030,29.17,47,Drip,Mustard,4.7,Jowar,4.25
Punjab,Rabi,Sandy,7.18,129,64,46,1248,32.96,63,Sprinkler,Masoor,3.37,Soybean,4.98
Himachal Pradesh,Zaid,Red,6.2,92,25,148,213,13.2,51,Rainfed,Barley,5.23,Rice,4.52
Haryana,Kharif,Alluvial,6.85,105,76,112,229,18.65,80,Canal,Rice,6.84,Barley,2.73
Rajasthan,Kharif,Red,5.58,51,66,79,1299,30.51,49,Tube Well,Soybean,8.26,Masoor,4.46
Punjab,Zaid,Loamy,7.34,52,17,121,1171,29.85,79,Rainfed,Moong,4.34,Moong,4.9
Madhya Pradesh,Kharif,Alluvial,6.56,89,74,132,414,12.9,42,Tube Well,Onion,5.82,Soybean,6.33
Delhi,Zaid,Alluvial,6.6,24,62,94,248,30.04,40,Canal,Wheat,7.21,Sugarcane,2.79
Bihar,Kharif,Alluvial,7.13,85,25,84,926,11.53,80,Sprinkler,Sugarcane,3.59,Barley,6.05
Jharkhand,Rabi,Sandy,6.44,113,54,93,824,31.02,60,Rainfed,Gram,9.66,Potato,3.2
Uttarakhand,Zaid,Black,7.16,120,31,35,1400,10.39,51,Rainfed,Soybean,2.33,Cotton,6.74
Bihar,Kharif,Black,6.96,39,42,122,1421,26.97,73,Rainfed,Moong,6.1,Cotton,4.96
Himachal Pradesh,Rabi,Red,6.07,121,36,116,684,36.04,39,Drip,Soybean,4.55,Masoor,4.13
Rajasthan,Zaid,Black,6.1,74,78,97,706,19.08,55,Canal,Mustard,2.65,Groundnut,3.62
Haryana,Zaid,Alluvial,8.26,29,48,112,1210,14.96,77,Rainfed,Barley,6.85,Groundnut,3.63
Himachal Pradesh,Zaid,Alluvial,5.62,94,79,17,819,23.7,38,Tube Well,Masoor,6.88,Soybean,4.26
Uttar Pradesh,Rabi,Black,6.97,129,86,58,795,15.49,70,Canal,Wheat,4.13,Jowar,7.49
Uttar Pradesh,Kharif,Black,7.51,124,85,45,389,19.49,45,Tube Well,Soybean,7.92,Arhar,4.51
Jammu and Kashmir,Rabi,Loamy,5.7,99,95,139,1338,23.92,71,Rainfed,Cotton,6.29,Cotton,5.47
Uttar Pradesh,Zaid,Clay,8.46,42,79,42,475,11.81,52,Tube Well,Moong,1.14,Arhar,3.23
Himachal Pradesh,Rabi,Red,7.65,34,91,110,1019,18.48,41,Rainfed,Rice,5.61,Masoor,5.36
Chhattisgarh,Rabi,Clay,7.31,59,68,35,802,16.81,46,Canal,Cotton,8.37,Mustard,4.19
Himachal Pradesh,Zaid,Clay,8.06,118,12,42,1052,14.28,87,Drip,Wheat,8.91,Soybean,5.24
Jammu and Kashmir,Zaid,Clay,5.53,43,19,58,1379,22.54,76,Rainfed,Wheat,5.07,Cotton,2.05
Haryana,Rabi,Loamy,7.85,59,98,144,406,33.51,87,Tube Well,Rice,5.51,Pea,6.34
Uttarakhand,Rabi,Alluvial,6.3,99,80,58,896,25.75,64,Canal,Groundnut,2.86,Cotton,4.28
Jammu and Kashmir,Rabi,Sandy,8.05,79,75,43,611,11.31,45,Sprinkler,Potato,7.88,Jowar,3.96
Punjab,Kharif,Clay,5.96,145,53,14,831,14.06,75,Canal,Wheat,4.87,Maize,4.9
Bihar,Zaid,Black,8.18,133,97,17,739,15.08,47,Canal,Groundnut,0.72,Wheat,5.04
Jammu and Kashmir,Kharif,Loamy,7.4,77,72,29,1076,35.32,66,Drip,Barley,2.51,Wheat,4.77
Rajasthan,Rabi,Clay,5.9,87,35,22,1116,34.56,60,Tube Well,Groundnut,8.74,Maize,4.95
Madhya Pradesh,Zaid,Black,5.67,61,92,108,1139,26.81,41,Drip,Gram,5.22,Rice,4.97
Madhya Pradesh,Rabi,Loamy,5.86,59,36,74,1155,23.05,43,Sprinkler,Moong,3.08,Onion,3.26
Delhi,Rabi,Sandy,8.14,68,23,142,1318,32.97,51,Tube Well,Pea,4.73,Cotton,5.64
Himachal Pradesh,Rabi,Clay,6.71,75,71,27,282,20.53,56,Canal,Cotton,3.29,Mustard,3.25
Punjab,Kharif,Sandy,5.85,60,69,59,1286,27.67,56,Drip,Bajra,8.07,Potato,5.13
Bihar,Rabi,Clay,5.56,130,43,24,321,37.96,46,Tube Well,Pea,3.25,Maize,2.58
Uttar Pradesh,Kharif,Red,6.58,134,67,124,1012,18.41,51,Drip,Maize,4.09,Bajra,8.04
Jammu and Kashmir,Rabi,Loamy,7.53,60,50,137,647,18.52,80,Tube Well,Soybean,6.45,Masoor,4.62
Jammu and Kashmir,Zaid,Clay,6.89,34,32,67,1327,20.42,63,Canal,Cotton,9.38,Rice,4.27
Madhya Pradesh,Zaid,Alluvial,8.29,84,19,120,1237,29.44,65,Canal,Pea,6.32,Bajra,5.23
Madhya Pradesh,Zaid,Clay,6.28,141,78,125,1368,11.84,87,Canal,Arhar,0.91,Onion,9.72
Himachal Pradesh,Zaid,Red,7.79,105,37,117,1145,27.88,82,Canal,Jowar,9.28,Cotton,6.1
Madhya Pradesh,Kharif,Red,7.2,57,68,53,992,24.36,49,Rainfed,Rice,1.51,Cotton,5.35
Delhi,Kharif,Alluvial,5.9,23,45,103,1188,10.92,58,Drip,Rice,2.57,Masoor,4.74
Uttarakhand,Rabi,Sandy,5.9,27,68,53,1001,30.34,52,Rainfed,Sugarcane,5.36,Onion,3.26
Uttarakhand,Zaid,Clay,7.7,147,16,44,1400,24.51,31,Rainfed,Wheat,1.62,Bajra,5.42
Jharkhand,Kharif,Black,7.24,54,87,53,433,21.72,68,Drip,Masoor,8.0,Masoor,3.38
Bihar,Kharif,Alluvial,6.28,23,93,28,1344,22.04,48,Rainfed,Onion,2.02,Maize,4.89
Chhattisgarh,Kharif,Alluvial,7.32,21,99,31,536,20.36,51,Canal,Sugarcane,8.64,Wheat,4.21
Haryana,Kharif,Loamy,6.45,146,29,32,698,34.19,39,Canal,Rice,8.76,Arhar,6.08
Delhi,Zaid,Loamy,7.87,143,29,34,1251,33.44,82,Tube Well,Pea,2.62,Bajra,5.16
Uttarakhand,Zaid,Sandy,7.22,140,56,27,1437,12.61,51,Rainfed,Groundnut,2.58,Cotton,4.68
Haryana,Rabi,Loamy,5.92,137,39,123,816,18.7,37,Sprinkler,Maize,6.39,Mustard,6.03
Uttarakhand,Rabi,Black,6.61,76,59,99,479,10.92,75,Drip,Wheat,4.37,Mustard,4.91
Jammu and Kashmir,Kharif,Loamy,8.09,32,10,36,1048,31.38,56,Canal,Pea,4.91,Rice,4.41
Uttarakhand,Rabi,Loamy,6.14,81,13,68,1129,30.85,61,Drip,Soybean,2.3,Masoor,4.41
Jharkhand,Kharif,Red,7.46,27,66,73,417,36.42,50,Drip,Wheat,9.72,Arhar,2.32
Uttar Pradesh,Rabi,Black,5.83,119,72,66,527,27.79,33,Tube Well,Bajra,1.75,Mustard,4.72
Punjab,Rabi,Clay,7.96,42,35,124,993,22.09,54,Rainfed,Onion,1.68,Arhar,4.97
Punjab,Rabi,Sandy,7.85,41,14,126,1114,15.25,52,Drip,Cotton,3.46,Sugarcane,3.16
Madhya Pradesh,Kharif,Sandy,5.67,86,62,70,530,38.21,54,Sprinkler,Wheat,2.44,Pea,4.18
Bihar,Rabi,Sandy,8.2,42,52,78,751,18.21,31,Drip,Pea,4.3,Wheat,3.36
Himachal Pradesh,Kharif,Black,6.86,97,69,56,949,36.07,41,Canal,Maize,4.88,Barley,6.56
Jharkhand,Kharif,Loamy,7.84,102,77,16,665,31.9,77,Sprinkler,Jowar,7.39,Cotton,4.02
Uttarakhand,Zaid,Alluvial,8.15,78,80,38,220,27.72,86,Canal,Arhar,9.66,Mustard,2.87
Rajasthan,Kharif,Black,5.94,32,98,16,1106,18.52,46,Rainfed,Masoor,3.9,Gram,5.51
Uttarakhand,Rabi,Clay,7.47,40,87,64,234,25.95,54,Sprinkler,Bajra,7.87,Barley,3.63
Himachal Pradesh,Kharif,Black,5.94,65,55,48,624,20.33,54,Sprinkler,Jowar,2.82,Mustard,2.84
Haryana,Zaid,Sandy,7.46,84,99,114,368,14.42,88,Drip,Onion,6.68,Maize,4.08
Uttarakhand,Kharif,Alluvial,7.78,110,91,29,350,36.7,68,Rainfed,Onion,1.96,Wheat,2.91
Bihar,Zaid,Loamy,7.23,26,13,28,1210,25.33,66,Sprinkler,Gram,8.16,Jowar,4.48
Madhya Pradesh,Zaid,Red,8.32,81,49,16,358,14.26,86,Drip,Groundnut,6.85,Potato,3.0
Jammu and Kashmir,Zaid,Loamy,7.17,77,10,68,417,30.99,53,Rainfed,Arhar,6.58,Wheat,2.39
Jammu and Kashmir,Rabi,Loamy,7.02,101,89,26,1234,32.22,45,Drip,Soybean,4.8,Masoor,4.15
Jharkhand,Rabi,Sandy,5.63,128,48,76,280,31.17,57,Sprinkler,Cotton,5.07,Jowar,2.6
Rajasthan,Zaid,Loamy,6.06,147,59,143,983,35.81,31,Drip,Wheat,5.29,Wheat,6.57
Delhi,Kharif,Alluvial,8.05,105,60,102,602,23.34,56,Rainfed,Mustard,6.65,Maize,4.75
Haryana,Zaid,Loamy,6.62,45,68,86,402,18.79,54,Tube Well,Cotton,5.29,Pea,5.04
Madhya Pradesh,Zaid,Loamy,6.28,115,74,106,1047,17.73,72,Drip,Potato,4.23,Sugarcane,7.14
Delhi,Kharif,Loamy,6.82,30,83,77,1146,38.73,52,Tube Well,Groundnut,6.55,Maize,7.01
Uttarakhand,Zaid,Sandy,7.06,96,76,23,1035,37.85,41,Rainfed,Mustard,1.51,Onion,5.33
Uttar Pradesh,Kharif,Alluvial,6.97,91,53,104,1447,34.74,36,Rainfed,Bajra,6.17,Rice,6.57
Haryana,Rabi,Loamy,5.58,38,25,140,973,21.66,79,Sprinkler,Jowar,5.22,Wheat,1.86
Chhattisgarh,Kharif,Black,7.85,79,28,48,1229,22.7,86,Sprinkler,Bajra,4.51,Gram,3.29
Delhi,Rabi,Red,6.07,29,79,23,984,14.58,76,Canal,Mustard,2.67,Wheat,2.39
Uttarakhand,Rabi,Clay,7.02,95,32,121,946,35.23,59,Tube Well,Sugarcane,6.92,Rice,6.69
Delhi,Zaid,Alluvial,8.13,123,49,10,1323,30.87,67,Canal,Mustard,6.18,Wheat,5.09
Rajasthan,Rabi,Alluvial,6.97,38,30,84,1242,37.93,55,Rainfed,Soybean,3.43,Rice,3.5
Uttarakhand,Rabi,Clay,6.06,42,58,90,210,19.82,87,Canal,Cotton,1.71,Sugarcane,1.81
Delhi,Zaid,Alluvial,7.27,138,79,27,936,31.08,68,Sprinkler,Masoor,6.39,Bajra,5.87
Jammu and Kashmir,Zaid,Loamy,8.35,65,34,77,758,27.52,53,Tube Well,Cotton,6.25,Pea,2.96
Jammu and Kashmir,Zaid,Black,5.85,60,83,148,1394,38.3,32,Tube Well,Sugarcane,6.17,Sugarcane,5.66
Punjab,Zaid,Red,6.19,67,98,80,866,16.29,51,Sprinkler,Wheat,3.66,Wheat,6.54
Himachal Pradesh,Zaid,Loamy,7.57,33,82,118,433,36.24,58,Drip,Pea,9.16,Soybean,1.75
Haryana,Zaid,Red,7.24,96,27,80,388,31.69,77,Rainfed,Groundnut,4.99,Rice,4.95
Uttarakhand,Kharif,Black,8.25,64,95,116,852,19.93,86,Canal,Gram,3.89,Moong,6.56
Himachal Pradesh,Zaid,Alluvial,5.8,27,75,53,536,30.92,63,Sprinkler,Groundnut,7.26,Barley,2.05
Punjab,Rabi,Alluvial,7.02,77,25,89,1454,30.03,75,Sprinkler,Barley,1.14,Cotton,5.79
Madhya Pradesh,Rabi,Loamy,8.25,129,16,56,854,26.64,43,Sprinkler,Wheat,0.93,Bajra,4.12
Rajasthan,Rabi,Loamy,6.88,69,46,118,1333,29.98,85,Canal,Wheat,8.05,Moong,7.7
Uttarakhand,Kharif,Sandy,8.07,105,29,21,1076,20.06,43,Canal,Jowar,5.16,Wheat,4.62
Delhi,Kharif,Loamy,8.39,116,97,145,790,21.76,84,Drip,Maize,5.42,Potato,7.24
Uttar Pradesh,Zaid,Alluvial,8.27,89,42,148,675,19.13,78,Drip,Maize,3.93,Jowar,6.55
Madhya Pradesh,Zaid,Sandy,8.13,126,59,141,487,39.34,63,Sprinkler,Gram,1.87,Rice,7.2
Himachal Pradesh,Zaid,Alluvial,5.61,91,78,90,238,39.61,61,Rainfed,Masoor,6.2,Maize,4.21
Bihar,Zaid,Clay,7.86,39,54,133,335,40.0,73,Canal,Barley,8.8,Sugarcane,3.27
Bihar,Rabi,Sandy,6.05,25,21,106,1017,34.29,79,Tube Well,Rice,2.09,Maize,4.13
Chhattisgarh,Kharif,Sandy,7.14,80,20,89,637,35.9,51,Canal,Arhar,6.72,Mustard,3.41
Haryana,Kharif,Clay,7.74,103,52,102,1435,26.89,30,Sprinkler,Cotton,6.16,Maize,8.15
Madhya Pradesh,Zaid,Clay,5.62,43,43,148,224,38.66,30,Tube Well,Bajra,6.42,Wheat,4.66
Punjab,Rabi,Alluvial,8.27,95,10,25,1454,22.71,65,Tube Well,Groundnut,1.87,Wheat,4.41
Delhi,Zaid,Loamy,6.55,137,59,122,264,30.23,87,Drip,Maize,8.01,Potato,4.51
Rajasthan,Zaid,Red,7.25,82,27,19,1270,13.2,62,Sprinkler,Masoor,6.8,Arhar,4.78
Madhya Pradesh,Rabi,Sandy,7.73,130,54,106,1145,27.26,62,Tube Well,Barley,8.45,Cotton,7.76
Delhi,Kharif,Black,6.07,66,46,44,718,30.58,68,Canal,Wheat,5.75,Wheat,1.26
Himachal Pradesh,Zaid,Black,8.2,111,39,122,499,12.19,43,Tube Well,Barley,9.23,Maize,5.13
Haryana,Rabi,Black,7.96,37,54,58,1238,13.85,87,Canal,Groundnut,3.03,Groundnut,4.98
Madhya Pradesh,Kharif,Red,8.45,117,96,103,1135,32.62,62,Rainfed,Onion,8.54,Cotton,4.32
Himachal Pradesh,Zaid,Alluvial,8.06,55,25,92,1199,29.57,32,Rainfed,Maize,0.98,Rice,3.45
Haryana,Rabi,Clay,6.23,89,86,62,489,11.68,85,Sprinkler,Pea,7.63,Mustard,4.69
Jammu and Kashmir,Kharif,Black,7.54,131,27,98,236,14.61,56,Rainfed,Bajra,6.39,Mustard,4.59
Jammu and Kashmir,Kharif,Red,8.43,36,15,92,1343,33.68,85,Tube Well,Wheat,1.92,Arhar,3.15
Chhattisgarh,Zaid,Black,6.22,22,56,101,1196,39.62,80,Tube Well,Soybean,7.26,Jowar,4.35
Chhattisgarh,Rabi,Sandy,5.95,99,50,115,681,39.4,62,Canal,Rice,5.81,Mustard,7.03
Himachal Pradesh,Zaid,Black,8.28,135,82,17,1443,18.36,40,Canal,Sugarcane,6.14,Onion,7.17
Jammu and Kashmir,Kharif,Sandy,6.47,53,41,70,420,34.43,43,Drip,Mustard,8.6,Bajra,1.78
Uttarakhand,Zaid,Black,8.46,54,20,118,756,27.32,77,Canal,Arhar,6.14,Jowar,3.82
Haryana,Kharif,Sandy,7.78,78,91,44,822,24.93,59,Sprinkler,Potato,3.8,Onion,5.37
Rajasthan,Zaid,Sandy,7.31,72,94,40,221,38.21,62,Canal,Groundnut,3.22,Wheat,2.52
Madhya Pradesh,Zaid,Loamy,7.53,123,94,143,724,12.33,75,Canal,Mustard,2.09,Barley,6.41
Uttarakhand,Rabi,Red,5.69,90,78,107,1109,17.37,50,Drip,Wheat,0.63,Mustard,5.48
Himachal Pradesh,Zaid,Red,5.61,47,74,22,541,19.32,76,Rainfed,Cotton,5.27,Maize,2.55
Chhattisgarh,Rabi,Red,8.2,71,47,19,287,33.04,76,Sprinkler,Arhar,0.88,Potato,2.69
Punjab,Zaid,Red,6.8,44,40,147,1130,21.38,89,Canal,Soybean,3.54,Groundnut,3.86
Madhya Pradesh,Zaid,Alluvial,7.58,134,76,12,1399,28.18,82,Tube Well,Wheat,7.2,Moong,6.81
Chhattisgarh,Zaid,Clay,7.32,119,19,37,379,14.74,30,Tube Well,Maize,2.85,Onion,2.95
Madhya Pradesh,Kharif,Black,6.81,88,17,85,667,26.78,62,Drip,Moong,8.9,Masoor,4.47
Punjab,Zaid,Alluvial,7.54,89,42,68,1395,17.01,77,Sprinkler,Potato,2.71,Rice,4.97
Chhattisgarh,Zaid,Sandy,7.82,108,46,38,379,34.18,42,Canal,Moong,1.19,Barley,2.29
Madhya Pradesh,Zaid,Black,7.85,122,23,21,536,36.96,41,Tube Well,Barley,5.05,Soybean,3.39
Rajasthan,Rabi,Alluvial,7.85,120,21,66,325,39.31,86,Tube Well,Onion,5.69,Gram,3.12
Uttarakhand,Zaid,Sandy,6.93,31,31,94,726,19.92,68,Canal,Sugarcane,8.86,Soybean,3.79
Jharkhand,Kharif,Clay,7.91,139,91,52,1128,15.37,66,Canal,Onion,5.36,Masoor,7.1
Jharkhand,Kharif,Sandy,7.17,55,68,104,629,25.46,47,Rainfed,Arhar,4.03,Masoor,4.74
Uttarakhand,Kharif,Black,5.57,133,56,101,799,13.03,64,Drip,Cotton,4.58,Mustard,6.67
Delhi,Zaid,Sandy,5.51,81,47,124,924,21.43,42,Canal,Gram,6.97,Arhar,3.15
Haryana,Rabi,Red,6.37,132,32,42,756,38.33,33,Canal,Cotton,5.48,Jowar,5.66
Uttarakhand,Rabi,Black,7.74,60,31,51,1281,27.22,78,Canal,Arhar,2.83,Sugarcane,2.92
Uttar Pradesh,Kharif,Loamy,7.74,60,46,131,1153,18.2,53,Tube Well,Bajra,2.65,Soybean,3.44
Jharkhand,Zaid,Loamy,6.01,113,14,77,679,28.51,45,Sprinkler,Masoor,8.68,Cotton,3.35
Punjab,Zaid,Sandy,5.63,128,34,107,373,28.88,43,Sprinkler,Masoor,5.57,Moong,5.14
Himachal Pradesh,Zaid,Red,7.73,88,96,129,1212,37.82,43,Canal,Jowar,8.84,Jowar,7.62
Himachal Pradesh,Kharif,Black,5.62,106,35,80,476,16.0,89,Rainfed,Masoor,8.15,Mustard,3.51
Jharkhand,Rabi,Sandy,8.18,87,97,104,307,38.95,78,Sprinkler,Pea,6.7,Maize,5.74
Punjab,Zaid,Black,8.29,70,44,61,1044,23.92,59,Canal,Bajra,5.14,Maize,3.56
Punjab,Zaid,Sandy,7.65,140,56,101,491,13.47,77,Sprinkler,Potato,5.48,Jowar,5.76
Chhattisgarh,Kharif,Black,5.88,106,11,51,303,39.64,47,Canal,Mustard,5.65,Masoor,2.96
Punjab,Kharif,Alluvial,6.8,54,95,82,372,30.55,56,Canal,Jowar,5.89,Maize,5.2
Chhattisgarh,Kharif,Red,7.93,114,77,123,1020,21.9,76,Tube Well,Rice,3.28,Sugarcane,6.48
Delhi,Rabi,Red,5.68,72,35,28,572,14.62,82,Drip,Mustard,6.18,Rice,3.54
Jammu and Kashmir,Zaid,Red,6.07,47,57,62,632,15.33,83,Drip,Onion,4.87,Groundnut,4.15
Punjab,Kharif,Red,5.52,125,75,82,674,14.9,56,Rainfed,Arhar,4.36,Pea,5.53
Bihar,Zaid,Loamy,7.02,65,49,79,256,38.76,84,Drip,Pea,2.45,Bajra,4.39
Jharkhand,Zaid,Sandy,5.84,122,47,80,566,14.38,86,Drip,Barley,5.28,Moong,4.57
Punjab,Rabi,Clay,7.31,91,49,49,1018,23.13,49,Rainfed,Maize,5.62,Soybean,5.28
Bihar,Rabi,Red,5.93,58,35,104,506,25.59,81,Tube Well,Barley,0.76,Pea,3.35
Uttarakhand,Zaid,Red,7.44,138,51,51,1059,22.13,61,Sprinkler,Gram,6.04,Rice,5.81
Jammu and Kashmir,Zaid,Alluvial,6.63,59,83,133,707,33.11,33,Tube Well,Barley,6.33,Gram,5.03
Madhya Pradesh,Kharif,Alluvial,6.73,132,31,77,288,37.88,58,Drip,Wheat,7.12,Jowar,3.81
Jammu and Kashmir,Kharif,Alluvial,6.07,50,15,63,1391,25.44,39,Canal,Cotton,3.0,Arhar,4.38
Jammu and Kashmir,Rabi,Clay,7.35,25,32,57,811,33.64,52,Tube Well,Mustard,7.95,Bajra,2.91
Jammu and Kashmir,Zaid,Black,6.74,61,82,38,1244,26.73,66,Tube Well,Cotton,6.52,Jowar,4.08
Punjab,Zaid,Sandy,6.28,80,57,89,1243,26.02,80,Tube Well,Bajra,2.6,Potato,4.67
Jharkhand,Rabi,Clay,6.42,79,29,31,534,34.64,65,Drip,Mustard,7.14,Gram,2.95
Himachal Pradesh,Zaid,Black,6.02,44,62,95,394,11.43,58,Canal,Rice,9.52,Bajra,0.41
Madhya Pradesh,Zaid,Loamy,5.91,136,99,98,715,31.92,89,Canal,Mustard,1.34,Groundnut,4.74
Delhi,Zaid,Clay,7.24,121,16,47,405,28.98,52,Canal,Onion,9.95,Pea,4.82
Uttar Pradesh,Zaid,Loamy,6.16,88,23,24,1349,16.94,40,Drip,Masoor,4.64,Cotton,4.15
Jharkhand,Rabi,Clay,8.08,64,85,17,991,18.43,54,Tube Well,Potato,4.47,Arhar,3.97
Uttarakhand,Rabi,Alluvial,8.47,126,59,10,464,38.72,55,Sprinkler,Moong,7.33,Sugarcane,4.41
Uttar Pradesh,Zaid,Red,7.15,37,68,90,726,11.44,71,Drip,Bajra,3.79,Gram,3.23
Himachal Pradesh,Kharif,Sandy,6.79,136,66,122,497,11.02,54,Canal,Masoor,9.75,Bajra,4.96
Jharkhand,Kharif,Sandy,6.56,60,42,53,291,36.71,39,Canal,Potato,0.98,Rice,3.13
Rajasthan,Kharif,Sandy,7.5,50,75,104,729,12.19,77,Tube Well,Arhar,2.91,Onion,5.15
Jammu and Kashmir,Zaid,Loamy,6.72,65,94,102,336,13.66,34,Tube Well,Barley,9.32,Jowar,5.29
Uttarakhand,Rabi,Red,5.84,51,50,18,594,20.37,41,Drip,Gram,2.25,Pea,2.31
Himachal Pradesh,Rabi,Black,7.08,140,45,39,624,23.65,78,Canal,Potato,3.6,Gram,3.33
Jharkhand,Rabi,Sandy,7.68,68,82,31,826,33.97,62,Rainfed,Gram,5.94,Soybean,5.07
Uttar Pradesh,Zaid,Alluvial,7.73,147,34,84,250,26.43,45,Canal,Moong,4.44,Barley,3.36
Jammu and Kashmir,Kharif,Loamy,6.7,29,70,104,427,22.79,63,Drip,Maize,9.43,Gram,2.79
Jharkhand,Zaid,Loamy,7.01,129,10,123,833,39.94,30,Tube Well,Gram,1.5,Potato,6.33
Uttar Pradesh,Kharif,Red,7.08,109,70,41,1379,13.06,30,Tube Well,Pea,6.43,Masoor,6.79
Rajasthan,Kharif,Red,6.89,63,63,15,525,20.24,88,Drip,Moong,1.31,Groundnut,3.5
Jharkhand,Rabi,Loamy,7.53,96,46,50,613,23.29,65,Rainfed,Groundnut,4.14,Maize,4.55
Haryana,Rabi,Clay,6.48,97,35,93,366,36.42,89,Drip,Mustard,6.13,Arhar,4.01
Uttarakhand,Kharif,Black,7.85,26,43,74,866,18.93,72,Rainfed,Maize,6.38,Sugarcane,2.27
Himachal Pradesh,Kharif,Loamy,5.89,135,93,128,1007,13.46,47,Rainfed,Moong,7.07,Soybean,7.42
Uttarakhand,Kharif,Red,5.74,69,55,111,1459,12.73,85,Tube Well,Bajra,9.7,Barley,7.14
Madhya Pradesh,Kharif,Sandy,8.39,93,55,66,790,36.53,55,Canal,Potato,8.51,Maize,3.3
Delhi,Kharif,Black,7.93,123,23,50,874,29.54,85,Sprinkler,Bajra,5.38,Onion,2.8
Jammu and Kashmir,Zaid,Red,6.81,26,21,30,235,22.25,80,Tube Well,Gram,4.79,Maize,2.77
Himachal Pradesh,Rabi,Red,7.31,39,40,62,1277,31.49,49,Rainfed,Arhar,6.5,Gram,4.45
Rajasthan,Kharif,Sandy,6.66,145,57,63,599,13.33,40,Tube Well,Maize,9.53,Masoor,7.04
Delhi,Kharif,Loamy,8.45,41,90,30,1088,18.64,81,Sprinkler,Sugarcane,3.25,Moong,4.59
Jammu and Kashmir,Kharif,Red,7.56,98,27,52,1278,16.29,36,Sprinkler,Mustard,3.56,Masoor,4.31
Delhi,Zaid,Loamy,6.12,104,27,29,1327,19.31,38,Canal,Groundnut,6.75,Bajra,2.95
Madhya Pradesh,Zaid,Clay,7.96,136,20,37,312,24.67,50,Canal,Mustard,4.68,Masoor,4.99
Jharkhand,Rabi,Alluvial,6.72,39,43,100,809,31.12,43,Rainfed,Pea,4.81,Moong,3.19
Madhya Pradesh,Kharif,Black,7.81,142,11,85,701,19.65,80,Canal,Pea,0.71,Cotton,6.22
Chhattisgarh,Rabi,Red,8.06,56,19,44,633,32.2,40,Rainfed,Groundnut,7.31,Barley,4.14
Himachal Pradesh,Rabi,Alluvial,8.49,93,19,112,825,11.69,78,Tube Well,Rice,6.05,Soybean,4.34
Delhi,Kharif,Loamy,6.87,30,57,131,1167,23.79,86,Tube Well,Gram,9.06,Soybean,5.78
Delhi,Rabi,Sandy,6.82,80,61,86,497,31.77,64,Canal,Groundnut,0.62,Moong,4.08
Madhya Pradesh,Rabi,Alluvial,7.92,93,90,83,359,21.38,49,Sprinkler,Gram,6.09,Maize,3.36
Uttar Pradesh,Rabi,Alluvial,6.58,79,23,21,1476,14.61,35,Canal,Wheat,1.1,Groundnut,5.52
Haryana,Zaid,Alluvial,6.69,120,76,104,1183,21.26,53,Drip,Onion,2.48,Rice,6.32
Chhattisgarh,Zaid,Loamy,6.19,143,10,138,876,34.61,36,Drip,Soybean,2.1,Moong,5.83
Bihar,Zaid,Alluvial,7.78,140,51,34,984,35.82,87,Tube Well,Pea,5.08,Sugarcane,4.71
Haryana,Zaid,Loamy,5.76,94,14,107,608,13.11,85,Sprinkler,Sugarcane,2.94,Wheat,2.66
Bihar,Kharif,Clay,8.12,134,78,102,1240,24.27,62,Tube Well,Barley,6.25,Arhar,9.41
Jharkhand,Kharif,Sandy,6.09,128,18,84,631,14.24,82,Tube Well,Gram,1.76,Pea,4.95
Himachal Pradesh,Kharif,Clay,7.71,124,92,68,836,33.96,71,Drip,Sugarcane,3.4,Rice,5.86
Uttar Pradesh,Rabi,Alluvial,7.37,43,44,34,470,10.23,89,Canal,Onion,8.88,Pea,3.67
Haryana,Zaid,Red,7.86,78,20,139,548,27.58,41,Sprinkler,Bajra,1.77,Mustard,4.69
Himachal Pradesh,Rabi,Loamy,8.26,96,75,101,1047,35.81,60,Canal,Arhar,7.25,Masoor,5.71
Uttarakhand,Rabi,Sandy,6.35,45,33,121,463,24.77,89,Sprinkler,Sugarcane,9.96,Barley,4.38
Jammu and Kashmir,Zaid,Black,8.36,20,71,12,1069,28.83,55,Rainfed,Gram,6.03,Moong,2.23
Bihar,Zaid,Alluvial,5.95,88,68,109,706,27.41,85,Canal,Mustard,4.15,Cotton,4.85
Bihar,Zaid,Red,5.54,77,32,50,853,13.17,68,Drip,Pea,1.71,Maize,5.43
Chhattisgarh,Kharif,Alluvial,6.92,65,87,134,1441,18.82,84,Drip,Groundnut,7.59,Bajra,5.56
Himachal Pradesh,Kharif,Black,7.4,73,26,118,999,20.74,88,Canal,Onion,9.48,Arhar,5.69
Uttarakhand,Zaid,Sandy,7.17,91,79,116,1440,17.93,68,Sprinkler,Wheat,4.47,Rice,5.72
Uttar Pradesh,Kharif,Black,6.68,70,22,113,229,21.99,32,Tube Well,Arhar,7.03,Pea,2.64
